	id	sentence1	sentence2	avg
360	ACN2_1075	L'ACA desbrossa un tram de 7 quilòmetres de la llera d'una riera d'Argençola per garantir la circulació de l'aigua	L'ACA neteja un tram de dos quilòmetres de la llera del riu Ridaura al seu pas per Castell-Platja d'Aro	2.75
361	ACN2_489	Un altre accident laboral ha deixat també un home de 43 anys ferit a la mina de Súria	Un home de 43 anys resulta ferit greu en un accident laboral a Moià	2.5
362	ACN2_584	El PSOE demana la dimissió de Rajoy després de declarar com a testimoni de la trama Gürtel	Rajoy, com a testimoni, a la banqueta de la Gürtel	2.25
363	Oscar2_243	He començat fent un estofat de xai amb patates...i finalment l'he acabat fent al forn.	Hem fet truita de patates amb llard de xai.	1.25
364	ACN2_1013	Abans de l´estiu d´enguany, els Mossos d'Esquadra ja havien desmantellat un altre plantació de marihuana en el mateix local.	Els Mossos d'Esquadra desmantellen una plantació de marihuana en un pis de Badalona	2.67
365	Viqui2_774	"El gènere va ser descrit per Britton & Rose i publicat a ""The Standard Cyclopedia of Horticulture"" 1432."	"El gènere va ser descrit per Robert Brown i publicat a ""On the Asclepiadeae"" 27."	2.75
366	Viqui2_387	El 1206 Muizz al-Din fou assassinat per un sicari ismaïlita a la vall de l'Indus on estava fent una campanya contra els khokars del Panjab.	El març de 1206 fou assassinat per un sicari ismaïlita a la vall de l'Indus on estava fent l'esmentada campanya contra els khokars del Panjab.	3.5
367	ACN2_484	24 dotacions terrestres dels Bombers i 7 aèries treballen en un incendi de vegetació agrícola a Sant Fruitós de Bages	11 mitjans aeris i 28 dotacions terrestres dels Bombers treballen en l'incendi forestal i agrícola de Biosca	2.75
368	Oscar2_591	La Festa dels Reis d'Igualada és, des de l'any 2010, Festa Popular d'Interès Cultural, reconeixement que atorga la Generalitat de Catalunya.	La Festa dels Reis d'Igualada està declarada Festa Popular d'Interès Cultural (2010) i Festa Patrimonial d'Interès Nacional (2016).	3.0
369	Viqui2_271	Era membre de la Societat Econòmica Barcelonesa d'Amics del País i fou president de la Secció de Ciències Morals i Polítiques de l'Ateneu Barcelonès.	Fou president de la Societat Econòmica Barcelonesa d'Amics del País i membre de l'Acadèmia de Bones Lletres de Barcelona.	2.0
370	Viqui2_600	Després de ser tancat i abandonat en la dècada de 1960, l'hotel va ser restaurat a principis dels anys 1990.	A la dècada dels anys 80 va ser restaurat.	2.5
371	ACN2_438	Es tracta de la tercera reintroducció d'una espècie d'amfibi en perill d'extinció	Es tracta d'una espècie de rapinyaire en perill d'extinció	1.75
372	ACN2_708	L'acord va tirar endavant amb els vots a favor del PSC i Cs i l'oposició d'ERC i els comuns	La norma tira endavant amb els vots a favor de JxCat i ERC i l'abstenció de l'oposició	1.33
373	Oscar2_316	Sent Loba[1] (en francès Saint-Loube) és un municipi francès, situat al departament del Gers i a la regió d'Occitània.	Tegrà[1] (en francès Thégra) és un municipi francès, situat al departament de l'Òlt i a la regió d'Occitània.	3.0
374	Oscar2_429	Fou construïda entre 1940 i 1953, en substitució d'una altra que datava de 1596.	Aquesta darrera fou construïda entre 1886 i 1887.	2.67
375	ACN2_443	Les altes temperatures d'aquest hivern compliquen la temporada d'esquí al Port del Comte	La neu del temporal salva la temporada d'esquí del Port del Comte	1.25
376	ACN2_979	Detenen un home que circulava begut i drogat i que va provocar un accident frontal a la C-55	Detenen un conductor a Bàscara que conduïa drogat i va provocar un accident amb ferits	2.75
377	ACN2_1020	La càrnia garrotxina contracta 125 nous treballadors i compra uns terrenys de 33.000 metres quadrats per ampliar la planta principal	L'empresa amb planta a Sentmenat compra uns terrenys adjacents de 6.500 metres quadrats per augmentar la producció	2.0
378	ACN2_953	El PDeCAT condemna l’acte d’Arran a la seu del PPC i expressa la seva “solidaritat” amb els populars	El PSOE qualifica “d’antidemocràtic” i “inacceptable” el setge d’Arran a la seu del PP	2.5
379	Oscar2_487	Inscrit a la CNMC (Comissió Nacional dels Mercats i la Competència), des de l'any 2010.	Comissió de Competència i del Consumidor d'Austràlia (ACCC): administra la Llei Nacional de la Competència i del Consumidor des de 2010.	1.5
381	ACN2_1043	Decau la proposta de reprovació a El Homrani per la gestió de les residències durant la covid-19 després de tres empats	Empat al Parlament en la votació sobre la reprovació de Homrani per la gestió de les residències	2.33
382	Viqui2_722	En l'antiguitat clàssica el foc fou un dels quatre elements clàssics junt amb l'aigua, la terra i l'aire.	El foc és un dels quatre elements clàssics per als antics (junt amb l'aigua, la terra i l'aire).	4.75
383	ACN2_48	Madrid continua al capdavant en nombre de contagis a tot l'Estat, 24.649 en els últims set dies	Madrid continua al capdavant en nombre de contagis a tot l'Estat, amb 20.512 en els últims set dies	3.0
384	Viqui2_623	No obstant això, encara es coneix exclusivament amb el cognom Ehrenstrahl.	No obstant això, es va fer popular només amb el cognom Bismil.	3.0
385	Oscar2_25	Si voleu coneixer tota la informació sobre el curs, clikeu els links per consulteu els tríptics: TRÍPTIC1 TRÍPTIC2	Si voleu consultar informació de cursos anteriors caldrà que mireu els links següents i cliqueu el que us interessi.	2.5
386	Viqui2_490	El portal es troba flanquejat per dues obertures - una per banda- bastant irrellevants.	El balcó es troba flanquejat per dues obertures - una per banda respectivament-, totalment irrellevants.	3.5
387	Viqui2_622	El 1923 fou nomenat Ministre de Foment a conseqüència de la proclamació de la Dictadura de Primo de Rivera.	Durant la dictadura de Primo de Rivera fou nomenat membre de l'Assemblea Nacional Consultiva.	2.0
388	ACN2_156	L'ACA inverteix més de 570.000 euros per millorar la seguretat al pantà de Darnius-Boadella	L'ACA invertirà més de 415.000 euros per millorar la seguretat del pantà de Darnius-Boadella	3.0
389	Oscar2_232	Georg Friedrich Händel va compondre música basada en el poema de Tasso per a la seva òpera Rinaldo.	Rinaldo és una òpera en tres actes amb música de Georg Friedrich Händel i llibret en italià de Giacomo Rossi.	2.5
390	Viqui2_115	Al 1860 la població total d'Arkansas arribaba als 435.450 habitants, entre els que hi havia 111.115 esclaus i 144 negres lliures.	Al 1860 només hi havia 3.799 esclaus negres residents a les ciutats (d'un total de 111.115).	2.0
391	ACN2_154	El Govern aprova la memòria preliminar de l'Avantprojecte de llei de l'Institut de la Filmoteca	El Govern aprova la memòria preliminar de l'Avantprojecte de llei d'addiccions	3.0
392	ACN2_889	Detenen un conductor implicat en un accident que va deixar ferit molt greu un ciclista a la Roca del Vallès	Denuncien un conductor que circulava begut i va provocar un accident amb un ferit greu a Cubelles	2.0
393	Oscar2_658	Llegint-la a poc a poc mentre es treia la jaqueta, en Fritz va quedar parat i tampoc ho va entendre què era aquella butlleta.	Preguntant-li el per què li deia això, en Fritz li va explicar mentre es treia la jaqueta:	2.0
394	Viqui2_257	És de nau única, amb capelles laterals i d'estil barroc tardà.	És un edifici de nau única amb absis d'estil llombard.	2.5
395	ACN2_1126	Els dos homes compten amb nombrosos antecedents policials i penals.	Els arrestats acumulen més de quaranta antecedents policials	3.0
396	ACN2_782	Els agents han aconseguit entrar per una finestra després que l'home trenqués el vidre amb el bat de beisbol amb què els amenaçava	Dos lladres havien trencat un vidre i una persiana i els agents van poder atrapar-ne un mentre fugia	1.5
397	Oscar2_98	Els símptomes són clars: rinitis, conjuntivitis, congestió nasal, esternuts, ulls irritats i plorosos, picor de nas inaguantable, asma	Els símptomes són picor i irritació ocular.	2.75
398	ACN2_867	Espanya se la juga', la portada del diari 'El Periódico'	Ciutat angoixada', diu 'El Periódico'	1.25
399	ACN2_382	L'economia catalana registra 43 mesos consecutius de caigudes interanuals en el nombre d'aturats, des de juliol de 2013	Catalunya encadena 57 mesos de caigudes interanuals, des del juliol del 2013	3.0
400	ACN2_906	L'Agència de Residus atorga 1,3 MEUR a una setantena d'ajuntaments per a la utilització d'àrids reciclats	L'Agència de Residus de Catalunya atorga 1,6 milions d'euros a 77 ens locals per a la utilització d'àrids reciclats	3.0
401	Oscar2_623	Sol·licitud per un certificat de defunció: Aquesta adreça electrònica s'està protegint contra robots de correu brossa.	Sol·licitud per un certificat de naixement: Aquesta adreça electrònica s'està protegint contra robots de correu brossa.	2.75
402	ACN2_806	Apel·la al “vot útil” i critica Rivera	Rajoy i Albiol apel·len al “vot útil”	2.5
403	ACN2_1117	El Liceu acull l’estrena a l’Estat de ‘Teuzzone’ sota la direcció de Jordi Savall	Jordi Martínez protagonitza l’espectacle, que s’estrena un any després a l’Espai Lliure	1.5
404	ACN2_486	Un centenar llarg de persones homenatgen el president Companys al seu poble natal, el Tarròs	Més de 300 persones commemoren els 77 anys de l'afusellament del president Companys al seu poble natal, el Tarròs	3.0
406	ACN2_944	CiU i C's avalaran el pla de l'habitatge i l'esquerra votarà en contra	Ciutadans s'absté i el PP vota en contra de la proposta	1.5
407	Viqui2_512	Però per a protegir a Imoinda de la violació i la submissió després de la seva mort, va decidir matar-la.	Després el van forçar a suïcidar-se.	1.0
408	ACN2_1066	Un home amenaça la policia amb una motoserra i un matxet de grans dimensions a Palafrugell	El detingut intimidava les treballadores amb un ganivet de grans dimensions	2.25
409	Viqui2_724	També fou identificat com a Heryshaf en la mitologia egípcia.	Lesfinx és una figura de la mitologia grega i egípcia.	2.0
410	Viqui2_492	L'arxidiòcesi està situada a la part sud-occidental de la província de la Colúmbia britànica, al Canadà.	Vancouver és una ciutat canadenca localitzada al sud-oest de la província de la Colúmbia Britànica.	2.75
411	ACN2_705	Un concert de l'Escolania i la Capella de Música de Montserrat dona el tret de sortida al FeMAP	Cants i danses del llibre Vermell de Montserrat' dona el tret de sortida al FeMAP	2.75
412	ACN2_445	Segons Salut, a la regió sanitària ebrenca no hi ha hagut cap mort confirmada per coronavirus i s'ha donat d'alta un pacient.	Aquest divendres no hi ha hagut víctimes mortals per coronavirus a la regió sanitària ebrenca, segons Salut.	2.75
413	ACN2_747	Un motorista ferit molt greu en xocar contra un turisme a Sarral, a la Conca de Barberà	Un motorista ferit greu en un xoc contra un turisme a la Gi-600 a Tordera	3.0
414	ACN2_773	Condemnen la Generalitat a indemnitzar un motorista que va patir un accident provocat per un porc senglar	Denuncien un conductor que circulava begut i va provocar un accident amb un ferit greu a Cubelles	1.5
415	Viqui2_754	"Va guanyar el Festival de la Cançó d'Eurovisió 2004 interpretant"" Wild dances"", i va aconseguir 280 punts."	La cançó va guanyar el Festival de la Cançó d'Eurovisió 2018, amb 529 punts.	2.75
416	ACN2_789	La Guàrdia Urbana denuncia el cas, ara en mans de Fiscalia	La jutgessa no inclou la denuncia de la Guàrdia Civil	1.5
417	Viqui2_658	L'equip va tornar a disputar la Copa de Campions, on en la segona ronda es va enfrontar a l'Estrella Roja de Belgrad.	Posteriorment fitxà per l'Estrella Roja de Belgrad on fou campió de la Lliga de Campions de la UEFA l'any 1991.	2.0
418	Viqui2_689	Hi ha set pedres rúniques a Södermanland que narren viatges a Grècia.	A Östergötland, hi ha dos pedres rúniques que esmenten Grècia.	2.5
419	ACN2_908	El fons de la biblioteca conserva mapes de tot el món dels segles XIX i XX	Una col·lecció centrada en el segle XIX i XX	2.0
420	Viqui2_497	Segons l'histproador i periodista reusenc Gras i Elies, Pere Sabater era un impressor i un home molt actiu i aficionat a la literatura.	Segons el periodista i historiador reusenc Gras i Elies, Pere Sabater era un home molt actiu i molt aficionat a la literatura.	3.75
421	Viqui2_315	La població inicial de Kvænangen era de 1677.	La població inicial de Salangen era de 1384.	3.0
422	Oscar2_720	L'hotel ofereix meravelloses instal·lacions d'oci com piscina exterior, jardí que faran de la vostra estada una experiència inoblidable.	L'hotel ofereix meravelloses instal·lacions d'oci com centre esportiu, sauna, piscina exterior, sauna que faran de la vostra estada una experiència inoblidable.	3.5
423	Oscar2_345	La quota es pagarà en el moment de formalitzar la inscripció.	La inscripció es realitza en el mateix moment de formalitzar la matrícula.	1.75
424	Oscar2_200	Es pot visitar el Dijous Sant i Divendres Sant al C/ Església,32 (Cal Escossi)	Es pot visitar el Dijous Sant i Divendres Sant al C/Ample, 39 (Cal Pel·la)	3.0
425	ACN2_519	Torrent es reuneix amb els familiars dels polítics independentistes presos després de la plantada de la cúpula judicial	Torra es reuneix amb els familiars dels polítics empresonats	2.75
426	TE2_197	El jutjat ha fixat de nou el judici per a principis de maig.	El jutjat d'instrucció encara no ha fixat data per al judici	1.75
427	Oscar2_405	Està molt bo, queda esponjós, humit i amb un gust molt i molt bo.	Queda un pa humit i amb un gust fort, però a mi m'agrada molt.	2.0
428	TE2_205	Amb l'oli de rossejar la carn, s'hi sofregeix la ceba i els porros tallats ben finament fins que agafi color.	Quan estigui ben desfet, afegiu-hi la mantega i l'espígol i deixeu-lo coure fins que la mantega estigui ben desfeta.	1.0
429	ACN2_163	El govern espanyol envia 8,1 milions de mascaretes a Catalunya des del 10 de març	El govern espanyol ha enviat prop de 10,4 milions de mascaretes a Catalunya entre el 10 de març i el 20 d'abril	3.0
430	Viqui2_210	Aquest grup de grafistes es va encarregar de promocionar la seva forma d'entendre el disseny gràfic comercial.	Aquest grup, es va encarregar de promocionar la seva manera d'entendre el disseny gràfic des d'una besant més comercial.	3.5
431	ACN2_497	Els veïns de Can Sant Joan de Montcada i Reixac recol·lecten diners per la demanda contra Lafarge	Els veïns de Can Sant Joan de Montcada estudien recórrer l'autorització ambiental a Lafarge	2.0
432	Oscar2_74	L'úlcera varicosa pot aparèixer a conseqüència d'un traumatisme i infectar-se secundàriament.	Després d'un traumatisme poden aparèixer ulceracions superficials doloroses.	3.0
433	Oscar2_483	Les persones interessades poden posar-se en contacte amb Eleni Papaoikonomou ( [EMAIL] ).	Aquelles persones interessades poden posar-se en contacte amb l'Ajuntament.	3.25
434	Viqui2_374	Va ocupar el càrrec que fins a 2001.	Va ocupar el càrrec fins a 1995.	3.0
435	Viqui2_173	El Guadiana és un dels rius més importants de la península Ibèrica.	El Duero o Douro és un dels majors rius de la península Ibèrica.	2.75
436	Oscar2_153	Sí, la veritat és que ara feia moooolt que no publicava res.	Sí, ja sé que fa molt de temps que no publico res.	3.67
437	Viqui2_360	La casa té pis i galeria visible per una petita finestra que destaca sota la teulada.	Damunt de la galeria s'observa la teulada, recoberta de teula àrab.	2.0
438	ACN2_359	Catalunya suma 1.480 nous casos de covid-19 confirmats per PCR i 6 morts	Catalunya suma 1.315 nous casos confirmats per PCR i 10 morts	3.0
439	ACN2_881	Un lladre multireincident s’enfronta a sis anys de presó per una estrebada a Cambrils	S’enfronten a vuit anys de presó per apunyalar un home a Tarragona	1.33
440	Viqui2_311	Té també algunes edificacions auxiliars annexes de pedra i d'altres més modernes.	Presenta, a més, diferents construccions auxiliars.	2.75
441	Viqui2_560	El 2001 va fer fallida i es va dissoldre.	El 2010 es va dissoldre per bancarrota.	3.0
442	Oscar2_553	La inscripció a la Jornada, que és gratuïta, ja s'ha obert.	La inscripció a la jornada és gratuïta.	3.0
443	Oscar2_252	La Duresa Total de l'aigua (TH) Es tracta d'un valor que indica la quantitat de Calci i de Magnesi dissolts en l'aigua.	Total Sòlids Dissolts (TDS) Es tracta de la quantitat de sals dissoltes en l'aigua.	2.0
444	ACN2_1050	La 27a edició tindrà lloc a la Seu d’Urgell els dies 16 i 17 de juny	El certamen tindrà lloc els dies 17 i 18 d'octubre al passeig Joan Brudieu de la Seu d'Urgell	2.67
445	ACN2_235	La ciutat disposa actualment de 19 jutjats. El partit judicial de Terrassa està integrat per sis municipis amb un total de 242.123 habitants.	El partit judicial de Terrassa està integrat per sis municipis amb un total de 247.000 habitants.	3.0
446	Oscar2_471	Aquest és, modestament, el debat en què ens hem de centrar.	Ens hem de centrar en el que és cabdal.	2.25
447	Viqui2_473	Wandsworth és un districte londinenc de l'àrea coneguda com a Sud-oest de Londres.	Kingston upon Thames és un districte londinenc de l'àrea coneguda com a sud-oest de Londres.	3.25
448	TE2_186	Va morir de còlera en el mes de novembre de 1831.	Va morir el 23 de febrer de 1934.	2.5
449	Oscar2_83	Moltes gràcies per venir a presentar-vos!	Moltes gràcies per les vostres ganes de participar!	2.5
450	ACN2_313	Ximo Puig considera “instrumental” l’abstenció del PSOE	Compromís demana Ximo Puig si era necessària l’abstenció del PSOE a un govern que “castiga” els valencians	2.0
451	ACN2_151	En termes anuals, el nombre de persones sense feina disminueix de 23.874 actius i encadena més de cinc anys de descensos	En termes anuals, el nombre de persones sense feina disminueix de 3.367 actius i encadena més de cinc anys de descensos	3.0
452	ACN2_1091	Els mossos van descobrir que tenien la llum punxada quan van anar a l'immoble perquè un veí va denunciar amenaces d'un altre inquilí	Posteriorment, els Mossos van comprovar que la porta d'un altre apartament estava forçada.	1.25
453	ACN2_467	El TC avala per unanimitat la presó provisional de Dolors Bassa	El TC avala per unanimitat la decisió del Suprem de dictar presó provisional per a Carme Forcadell	3.0
454	ACN2_645	El Parlament aprova per unanimitat instar el Govern a reconèixer la tasca i el compromís dels treballadors sanitaris	El Parlament aprova per unanimitat instar el Govern a garantir la seguretat dels treballadors de mitjans de comunicació	2.25
455	ACN2_204	Proposta de llei electoral catalana	Els populars presenten una proposició de llei per crear una llei electoral catalana pròpia	2.5
456	Oscar2_323	Sense creuar de nou el barranc, i guiats pels senyals grocs, continuem pel marge esquerre (hidrogràfic).	Comencem a caminar vers migdia seguint senyals grocs i blancs (PR) per un corriol ben fressat, pel marge dret de l'Arriu d'Aiguamòg.	1.33
457	Oscar2_390	També exerceixo de productor musical i pedagog.	També ha treballat com a actor, músic, dramaturg i pedagog teatral.	2.67
458	Oscar2_222	Ara, a Calella, un pis de lloguer d'uns 84 metres quadrats costa aproximadament 684 euros mensuals.	Està a l'atur i no pot pagar el lloguer de 600 euros al mes, per un pis de 43 metres quadrats.	1.5
459	Viqui2_457	Un cop l'any se celebra la Jordiada.	Un cop l'any encara s'hi celebra culte.	2.5
460	ACN2_769	Els pressupostos del Govern preveuen 41,5 MEUR per a les comarques de l'Alt Pirineu i Aran	El projecte de pressupostos 2016 de la Generalitat per l'Alt Pirineu i Aran és d'11,4 MEUR	3.0
461	Oscar2_475	El guanyador ha estat David Adelantado, que ha menjat 295 calçots, 2,520 quilos.	El guanyador ha estat David Adelantado, de Barcelona, que ha menjat 295 calçots, és a dir, 2,520 quilos.	4.0
462	TE2_102	Fins al lloc dels fets s'han desplaçat la Policia Local de Deltebre, dues dotacions dels Bombers de la Generalitat i dues ambulàncies del Servei d'Emergències Mèdiques.	Fins al lloc s'hi ha desplaçat dues dotacions dels Bombers de la Generalitat, Mossos d'Esquadra, Policia Local i tres ambulàncies del SEM.	3.25
463	Viqui2_107	Les edificacions estan arrebossades i pintades de diferents colors, mentre que la xemeneia, de forma troncocònica, és de maó vist.	Exteriorment, les parets són bastides amb pedra, tot i que estan arrebossades i pintades de color groc.	2.0
464	Viqui2_524	La seva duresa a l'escala de Mohs oscil·la entre 6 i 6,5.	La seva duresa oscil·la entre 5 i 6 en l'escala de Mohs.	3.25
465	Viqui2_563	A la part esquerra, adossat a l'església hi ha un campanar de torre amb els angles escairats a la part superior.	A la part esquerra, adossat a l'església, hi ha un campanar vuitavat amb un rellotge a la part superior.	3.0
466	ACN2_180	Restablert el servei a la línia 3 entre Zona Universitària i Sants Estació després d'una incidència a primera hora	Interromput el servei de la línia 3 de metro entre Zona Universitària i Sants Estació per una incidència tècnica	2.0
467	Viqui2_841	Aquestes són algunes de les obres de Jörg Habersetzer	Aquestes són algunes de les obres de Thomas Martin	3.25
468	ACN2_971	Casado emplaça Ciutadans a garantir “l’estabilitat” i demana a Sánchez que eviti acords amb els independentistes	Sánchez emplaça PP i Cs a abstenir-se i demana a Iglesias que “reflexioni” i faciliti un govern progressista	1.5
469	Oscar2_676	Oferim formació a empreses, formació presencial i formació online.	L'IMO ofereix formació professionalitzadora, formació transversal i formació a demanda de les empreses.	2.5
470	ACN2_62	La investigació segueix oberta per descobrir si els arrestats haurien participat en altres robatoris	La investigació continua oberta per esclarir si l'arrestat està relacionat amb altres robatoris amb força	3.0
471	Viqui2_136	"És l'única espècie del gènere Birgus i un parent dels bernats ermitans terrestres del gènere ""Coenobita""."	Coenobita és un gènere de bernats ermitans terrestres.	2.0
472	Oscar2_657	Aquest mes de novembre, el Cicle Gaudí projecta la pel·lícula 'Petitet' a Tortosa.	El Teatre Patronat de Berga acollirà una nova projecció del Cicle Gaudí de cinema aquest dimecres, 15 de novembre, a 2/4 de 9 del vespre.	2.25
473	Viqui2_717	Més a la dreta, hi ha un portal amb arc escarser i una finestra amb reixa.	Més a la dreta hi ha una finestra.	3.0
474	Viqui2_250	"Les protestes van culminar amb l'encíclica del Papa Pius XI ""Mit brennender Sorge"" del 1937."	"Pius XI va publicar l'encíclica ""Mit brennender Sorge""."	2.25
475	Viqui2_175	Aquesta glacera és la més imponent i important del cantó de Ticino.	Aquesta glacera és la més imponent i important del cantó.	3.5
476	Viqui2_373	La pel·lícula va ser un altre cop un èxit.	La pel·lícula no va tenir èxit.	1.0
477	ACN2_735	Llibertat amb càrrecs per als dos agressors	Llibertat amb càrrecs per als quatre detinguts	2.75
478	ACN2_907	La Guàrdia Civil detecta un taller de desballestament il·legal a Sant Joan de les Abadesses	La Guàrdia Civil descobreix un taller mecànic il·legal a Sant Llorenç de la Muga on s'amuntegaven olis i pneumàtics	2.25
479	Viqui2_656	El 2006, Bob va deixar la banda i va ser reemplaçat per Riekus.	El 2003 el bateria Branigan va deixar la banda i va ser reemplaçat per Bob Mahoney.	3.0
480	Viqui2_433	Pere Gabarró i Garcia (Igualada, 1 de gener del 1899 — Barcelona, 4 de maig del 1980) fou un metge català.	Agustí Pumarola i Busquets (Barcelona, 15 de març de 1920 — 25 de gener de 1987) fou un metge català.	2.75
481	Viqui2_615	El districte de Chandrapur o (fins a 1964) districte de Chanda és una divisió administrativa de Maharashtra, Índia, amb capital a Chandrapur antiga Chanda.	El districte de Damoh és una divisió administrativa de Madhya Pradesh, divisió de Sagar, a l'Índia, amb capital a Damoh.	3.0
482	ACN2_1201	Té una quarantena d'antecedents policials	Una de les arrestades té 12 antecedents policials per diversos delictes, la majoria furts	2.75
483	ACN2_1155	La Guàrdia Civil s'endú Lluís Salvadó de la secretaria d'Hisenda	La Guàrdia Civil deté el secretari general de Vicepresidència i d'Economia i Hisenda, Josep Maria Jové	2.25
484	Viqui2_687	Salvador Andreu i Grau (Barcelona, 1841 - Barcelona, 3 d'octubre de 1928) fou un empresari de la indústria farmacèutica, promotor immobiliari i filantrop català.	Antoni Vila i Casas (Barcelona, 27 de novembre de 1930) és un empresari, divulgador de la indústria farmacèutica i mecenes català.	2.5
485	Oscar2_717	Estudiant de Periodisme amb menció en Polítiques i Economia.	Llicenciat en Ciències Polítiques i Sociologia.	1.5
486	Oscar2_648	Es poder fer aportacions des de 25 euros fins a 300.	Es poden fer ingressos des de 15 € fins a 300 €).	3.0
487	Oscar2_138	Es serveixen amb la carn en trossos.	Se serveix amb trossos de carn de porc i altres ingredients.	3.0
488	Viqui2_113	Es tracta d'un predador de crustacis i peixos que viuen al fons marí.	Es nodreixen de petits crustacis i cucs marins que troben al fons marí.	2.5
489	Oscar2_564	Demà (17-04-2015) és el darrer dia per matricular-s'hi.	Demà darrer dia per fer les inscripcions.	4.0
490	Viqui2_559	El principal factors adversos a la conservació d'aquest espai són la substitució de la vegetació de ribera per plantacions fusteres i conreus de regadiu.	Els impactes que amenacen la integritat d'aquest espai són la substitució del bosc de ribera per plantacions de pollancres i altres conreus.	3.5
491	ACN2_1003	Renfe, en vaga a l'operació tornada	Desconvocada la vaga de Renfe per a aquest dijous	1.5
492	TE2_129	Les beines de garrofa són allargades (arriben a fer 20 centímetres de llarg) i adquireixen un color marró quan estan madures.	Les pinyes espororíferes són de color verd groguenc i fan 1-2 cm de llargada.	1.75
493	ACN2_255	La patronal ANESCO valorarà divendres la proposta dels sindicats sobre les relacions laborals al sector de l'estiba	ANESCO valorarà divendres la proposta dels sindicats	3.0
494	Oscar2_91	Treballar per ambients d'aprenentatge requereix una bona organització i una constant investigació a la recerca de nous materials de qualitat.	La recerca constant d'originalitat i experimentació amb els materials.	2.5
495	Oscar2_442	És també Acadèmic d'Honor de l'Academia Española de Nutrición y Ciencias de la Alimentación	Fou membre de l'Academia Española i de l'Academia de Ciencias Morales y Políticas.	2.0
496	ACN2_582	JxCat, ERC, la CUP i comuns abandonen les comissions del Parlament en protesta per les detencions d'alcaldes cupaires	ERC, PDeCAT, CUP, Ardanuy i Puigcorbé abandonen la comissió de l'Ajuntament per les detencions d'alcaldes cupaires	3.25
497	TE2_126	Va morir de còlera en el mes de novembre de 1831.	Va morir el 15 de novembre del mateix any.	3.0
498	TE2_142	El fiscal sol·licita una pena de 14 anys i 10 mesos de presó i 7 anys de llibertat vigilada.	El fiscal va sol·licitar set anys de presó.	2.75
499	ACN2_365	Albiol és proclamat president del PPC en substitució d’Alícia Sánchez Camacho amb un 92,9% dels vots	Albiol, elegit candidat a la presidència del PPC amb el 98,65% dels vots	2.5
500	Viqui2_772	Cal destacar el de la Mare de Déu del Roser i el de Sant Isidre.	Sant Miquel i la Mare de Déu del Roser de Torigues	1.75
501	ACN2_143	La compravenda d'habitatges a Catalunya s'enfonsa un 23% a l'agost	La compravenda d'habitatges a Catalunya puja un 9% al maig	2.0
502	ACN2_1151	Emanuele Trevi, Lana Bastašic, Ignacy Karpowicz, Sergi Belbel i Jordi Coca completen el programa del MOT	Buenafuente, Berto Romero, Carlos Latre, David Broncano, Brays Efe i Quim Masferrer, protagonistes del Singlot Festival	1.33
503	ACN2_162	Al lloc dels fets s'han traslladat diverses patrulles dels Mossos, dues dotacions dels Bombers de la Generalitat i dues unitats del Sistema d'Emergències Mèdiques (SEM).	Al lloc dels fets s'hi han traslladat diverses patrulles de la comissaria dels Mossos, dotacions de Bombers i unitats del Sistema d'Emergències Mèdiques.	3.75
504	Viqui2_681	Les seves aleta dorsal i aleta anals són llargues i contínues.	Les espines en l'aleta dorsal són més llargues que els radis tous.	1.75
505	Viqui2_215	El parc està obert al públic durant tot l'any.	El castell està obert al públic tot l'estiu.	2.67
506	ACN2_496	L'han traslladat a l'hospital en estat crític, on finalment ha mort	L'home ha estat traslladat a l'Hospital de Granollers, on ha mort posteriorment	3.75
507	ACN2_106	Pendents dels territoris que passaran a fase 1 dilluns	La desescalada i els territoris en fase 1 centren les portades	3.5
508	ACN2_408	Els populars sol·licitaran a la cambra la creació d'una comissió d'investigació sobre l'explosió de la Canonja	Cs demanarà una comissió d'investigació al Parlament sobre l'explosió de la Canonja	3.25
509	Viqui2_42	La lliga suïssa de futbol, actualment anomenada Super Lliga Suïssa o Super Lliga Axpo per raons de patrocini, és la màxima competició futbolística del país.	"La Lliga belga de futbol, anomenada per raons de patrocini ""Jupiler League"", és la màxima competició futbolística belga."	2.75
510	ACN2_60	Tallada l'AP-2 entre Les Borges Banques i Soses per la intensa boira	Tallada l'AP-2 entre Soses i Les Borges Blanques per boira molt densa	5.0
511	ACN2_46	Dos lladres lliguen i colpegen un veí de Castellfollit de la Roca durant un assalt violent a casa seva	Detenen els dos homes que van lligar i colpejar un veí de Castellfollit de la Roca durant un assalt violent a casa seva	2.0
512	Oscar2_16	Gaudeix de la soledat i la serenitat a la gandula reclinada,	Gaudir de la solitud i la serenitat a la gandula reclinada	4.25
513	Oscar2_586	L'Ajuntament de Palau-solità i Plegamans segueix amb els treballs de millora de la via pública a tot el municipi.	Continuen els treballs de millora de la via pública al municipi | Ajuntament de Palau-solità i Plegamans	5.0
514	ACN2_875	Més de 17.000 de joves i infants participen en les activitats de Fundesplai, un 6,3% més que el curs anterior	Fundesplai oferirà prop de 1.200 activitats per a infants aquest estiu, un 15% més que l'any passat	1.33
515	ACN2_707	Tot es mou' serà el nou magazín matinal de TV3 que substituirà 'A tota pantalla'	Núria Roca presentarà i dirigirà 'A tota pantalla', el nou magazín dels matins de TV3	2.25
